video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label
v-GtKLHLmsU,training,101,2,291,300,place tomato on the sandwich,Idle
v-GtKLHLmsU,training,101,3,300,307,place the lettuce on the sandwich,Idle
v7U70gPylBA,training,221,4,131,133,add 1 cup of water,Mix
v7U70gPylBA,training,221,9,256,276,add 2 cups of water stir and cook,Cook-Heat
vEiWZHn2OiE,training,206,3,147,149,keep some water boiling aside,Cook-Heat
vEiWZHn2OiE,training,206,5,183,189,turn off the heat when the prosciutto is crispy and add the pasta to the boiling water,Cook-Heat
vTE9fobspEw,training,115,3,87,98,place a hot dog piece onto the batter,Idle
vUhoMXc7FJM,training,227,2,711,717,add quinoa and cover and reduce heat,Mix
vUhoMXc7FJM,training,227,7,865,893,roll lemon on cutting board and cut and remove seeds,Cut
vVZsj1t9R70,validation,325,2,149,203,add soy sauce corn starch and sesame oil and mix,Season
vZariS25PF8,training,126,7,260,291,add the meat to the shell and top with cheese tomato lettuce and salsa,Plate
vcfNpDtVqOw,training,205,0,1,9,add yeast and sugar to water,Season
vow-kxTPatc,training,419,0,104,113,add yeast to warm water,Mix
vow-kxTPatc,training,419,4,161,179,add the water and yeast,Mix
vw9FgztLKFc,training,215,3,258,276,pour the rest of the sauce on them,Mix
vyDO2t9m0H8,training,101,8,107,117,place the tempeh and slaw on the bread,Plate
wR8Ybxpnbwc,validation,308,8,115,122,roll the bamboo sheet over the nori while adding pressure,Mix
wSXkTrTvI5o,training,213,1,56,86,put ham between bread and spread butter on top,Plate
wURtxtH7i-Y,training,211,3,88,92,remove the kale,Idle
woTrhsB_bcA,validation,215,1,115,117,add chopped apples and cook,Cook-Heat
woTrhsB_bcA,validation,215,2,136,173,add snails without shells stir and cook,Cook-Heat
wqpqx-Qm7lk,validation,119,2,140,186,add ground beef tomato sauce a1 sauce soy sauce ketchup onion and garlic to a bowl,Mix
x2O99s2EOXg,training,421,0,75,100,add oil cumin seeds garlic ginger and onion to a pan,Mix
xDp6cWoPMzo,training,209,1,54,61,dice and blanch the rutabaga,Cut
xDp6cWoPMzo,training,209,4,101,103,finely chop the rosemary,Cut
xDp6cWoPMzo,training,209,9,194,210,cut boil and mash the potatos,Cook-Heat
xDp6cWoPMzo,training,209,11,225,238,layer the meat and potatos in a dish,Idle
xHuaYMXGTnc,training,113,5,154,165,take it out to serve when the other side is also done,Plate
xOWHUi9fdBs,training,214,4,144,146,place the slaw on top of the foie gras,Plate
xOWHUi9fdBs,training,214,5,152,170,add balsamic vinegar papaya compote onion marmalade and the foie gras between two burger buns,Mix
xkKuIlYSMMU,validation,115,3,118,124,pour the batter over the hot dog,Mix
xm5OTacqk0E,training,227,5,105,115,add the quinoa to the vegetables and mix,Mix
xwQBrf2CAvc,validation,215,4,44,53,add some garlic paste and chopped leeks and cover to cook,Cook-Heat
y0c17Wxj_TI,training,102,6,247,267,add the rings into bread crumbs to coat it well,Season
y4y22RQH05c,validation,103,8,307,317,put the grilled onions on top of the ketchup and mustard sauce,Season
yBsMxYO8fZo,training,302,10,207,213,place the filling on one end of the pastry,Idle
yDZvPCG51zw,training,230,2,92,124,add paprika pepper garlic salt and oil to the bowl and stir,Season
yLJMpYQg_gA,training,224,1,107,160,take the ponded slice of seasoned ham cover it with flour dip it in eggs and into the bread crumbs,Cut
yQzUEWyn6SM,training,229,5,306,337,put falafel salad and tahini sauce into the pita bread and serve,Plate
ycapN0_D2RA,training,214,6,165,175,place the duck on top of the bread,Plate
ycapN0_D2RA,training,214,7,177,178,place another piece of bread on top,Plate
yizxI2Gf_ww,validation,419,2,134,152,take the dough in a separate bowl and let it aside for 30-40 minutes in a warm place,Idle
yxjnWx6TaQ8,validation,115,3,67,73,insert wooden skewers into frankfurters,Idle
z4vmfgk1My8,training,213,6,172,185,once the sandwich is cooked turn off the heat take it out cut it into 2 equal pieces and serve,Plate
zF3TOfktwd4,validation,308,6,197,249,roll it up  sprinkle some more sesame seeds and cover with a plastic wrapper,Mix
zF3TOfktwd4,validation,308,7,252,274,use a bamboo mat to press it firmly,Idle
zJoy52YuVXs,training,205,3,94,114,add parmesan and mozzerella to the top of the pizza,Mix
zW4yoTwjtJs,training,318,4,102,113,in a bowl add  cup soy sauce 2 tbsp cooking wine 1  tbsp minced garlic 3 finely chopped green onions,Cook-Heat
z_ZHVTqbSZo,training,421,2,58,75,add chopped onions and fry until brown,Cook-Heat
zqTXQ-YqrgQ,validation,205,7,126,133,add parmesan and tomato sauce,Mix
zqTXQ-YqrgQ,validation,205,8,133,141,add mozzarella cheese on top,Plate
zukEQgbWdsY,training,101,7,233,240,add the swordfish on top of the bread,Plate
zukEQgbWdsY,training,101,8,241,246,add pieces of bacon on top of the fish,Plate
zwbCD3CUFIs,training,404,11,309,329,add the prawns vegetables egg and soy sauce to the wok and stir,Mix
zwbCD3CUFIs,training,404,14,366,387,taste the noodles,Idle
0VaYabFg-6E,training,222,3,323,342,add the curry powder to the pot and stir,Season
0VaYabFg-6E,training,222,4,360,365,add white wine to the pot,Mix
0hVAuvPAIzA,training,301,9,229,235,add roasted peanuts to wok and mix,Bake
0hVAuvPAIzA,training,301,10,236,241,add black vinegar and stir the wok,Season
0rkJ9RFLaIE,training,225,6,270,275,add penne pasta to the pot,Mix
0uaKitJaqmI,validation,212,10,350,365,sprinkle the top of the potatoes with the grated cheddar cheese,Mix
10dZTHlkb8w,validation,101,5,210,215,add basil to the bread slices,Mix
17v08qtr8UM,training,101,2,60,66,place the bread on the pan,Cook-Heat
1Ihxcua2HBc,validation,218,6,148,176,add potato mixture to wrapper and seal shut,Mix
1MOHn-ARnD4,training,423,2,50,63,add coconut milk and water to the wok,Mix
1NAoA1R8uZI,training,229,0,115,118,add chickpeas to a food processor,Mix
1uoT5TjyWsU,training,113,2,112,120,sprinkle mixed grated irish cheddar and gruyere cheese on one piece and top with a bread slice,Plate
2ICT6R4XpG8,training,317,4,274,303,put the squid on the pan and cook them,Cook-Heat
4u1Cxoke6Co,training,207,0,50,55,add tabasco sauce to a bowl of buttermilk,Mix
5oz8ys_Y1_0,training,209,8,194,208,place the lamb and potatoes in a small bowl,Idle
5xogySLxeWQ,training,227,9,298,301,add the chopped parsley and mint leaves to the food processor,Mix
62H65wNWMZo,training,212,8,123,138,sprinkle rest of the cheese on the top and place the dish in the oven,Cook-Heat
6KCWzRfFyr4,training,319,3,176,207,add zucchini sesame oil and salt and remove from the heat,Idle
6c7WtnF5XWg,training,208,3,225,240,place the sausages on top of the potatoes on a plate and add gravy,Season
6seOEuK0ojg,validation,401,12,391,401,add garam marsala and sugar,Season
720an9dDfkY,training,211,6,234,236,add the cabbage and onions to the bowl,Mix
7Fd7DjXMeaQ,training,418,0,136,169,add the cumin seeds cardamom and bay leaves to the pot,Season
7Fd7DjXMeaQ,training,418,2,206,213,add the tomato puree to the pot,Mix
7Fd7DjXMeaQ,training,418,3,244,254,add garbanzo beans to the pot,Mix
7R5MVNE-ePU,validation,121,6,157,179,add flour clam broth and a bay leaf to the pot,Mix
7oyGV_6UBJs,training,216,0,25,37,add chopped onions and peppers and sliced mushrooms to a bowl,Mix
7oyGV_6UBJs,training,216,5,140,186,remove the bratwurst out of the pot,Idle
7oyGV_6UBJs,training,216,6,215,240,add the grilled bratwurst to the pot,Mix
8Aw2iv6edkk,training,204,3,40,70,add cream and tomato sauce to the pan and stir,Mix
8PFyEtZgSUs,training,218,4,223,255,place the mashed potatoes in the dough,Idle
9iH8GK1pcEM,validation,116,4,84,96,sprinkle flour on the pizza peel and place the pizza crust on it,Mix
A4pTxrrBtMU,training,215,3,99,106,remove pan from heat and transfer snails to bowl,Idle
AGq4lnC_WVo,training,121,6,237,265,add flour cumin and fennel spices and stir,Mix
Avx4fwzRYX4,training,423,4,146,155,add sugar to the pot,Season
BFpJtwAG-8A,training,216,1,128,145,place the bratwursts in the pan,Cook-Heat
BFz-pqB2Opw,training,301,5,183,196,add roasted peanuts green onions and lemon juice to wok and stir,Bake
BGCW_PWhY9g,training,317,4,94,98,sprinkle the chicken with green onions and serve,Plate
BL8oJSnL4EE,training,208,4,108,117,add gravy to the pot on onions,Mix
BPgpTaUH6t0,training,215,5,150,181,remove from pan and place into toasted bread,Idle
Ba2xxUXJ90w,training,206,10,140,154,add the pasta to the pan,Mix
BgndHaHcHE0,training,116,1,93,106,add the salt starter dough and mix,Mix
Bts6MvK8f9k,training,425,9,145,151,add the potato masala in the middle of the dosa,Mix
C67CT1mdkzI,training,410,6,173,185,place the dough onto a pan over heat,Cook-Heat
C73qiF138VU,validation,119,5,100,108,place the mixture in a meatloaf pan,Idle
COKrOqleb1k,training,410,6,162,211,place the roti into a hot pan and flip every thirty seconds,Idle
DvAiRex4JlQ,training,113,1,90,97,place the bread on the pan,Cook-Heat
EA4EWlv6HUM,training,323,2,91,99,add the rice to the wok,Mix
EN1Qf9vcnN0,training,419,6,198,209,place the bread on the pan,Cook-Heat
ETXVbDoMKbQ,training,228,0,55,68,add chickpeas to a food processor and run,Mix
EizSoy7Ztto,training,314,1,170,178,add the pork ginger and green onion to the pot of water,Mix
FfyOV00sXEY,training,122,9,297,320,add some mixed herbs to the soup and wait for 2 minutes,Mix
FpzbVOkHh_M,training,418,7,537,567,add methi leaves onion and ginger to the pan,Mix
G-AUY-jWzck,validation,221,1,42,117,add onions garlic and spices to the pot and fry,Cook-Heat
Gf4eEhDpxgk,training,104,1,105,116,add salt and pepper to the bowl and mix,Season
GgM8IIglBLw,validation,122,5,159,165,add some peeled and chopped potatoes to the soup,Mix
GridojtCXDE,training,409,7,195,207,add the yogurt and paneer to the pan,Mix
HF49t8uVJOE,validation,306,3,82,92,add the shrimp to the pot,Mix
HJHV2nYz1L8,validation,404,6,188,231,add oil to a hot pan and add the vegetables and mix with pepper,Mix
HXqC_xWsKkY,training,221,5,92,114,add diced tomatoes beef broth worcester sauce and minced garlic to a pan and stir,Mix
J5Tw7KRnSyc,validation,207,5,141,146,remove and drain the potatoes from the fryer,Idle
J5Tw7KRnSyc,validation,207,12,242,246,remove and drain potatoes from fryer,Idle
J5Tw7KRnSyc,validation,207,14,255,261,place potatoes in the cone with the fish,Idle
JPbFE731Y0c,validation,216,3,111,139,transfer the bratwurst into the pan and cover it with aluminum foil and let it cook for 20 minutes,Cook-Heat
JylDlRtH9Tc,validation,303,1,85,118,add bean paste beans and garlic to the pan and stir,Mix
KAQ6pA9r4wk,training,423,9,111,118,add rice noodles to the pot,Mix
KIvxQGWU5KU,training,211,8,345,363,add the cooked cabbage to the mashed potatoes and mix well,Mix
KP-sFwyyi2k,training,303,3,74,76,add bean paste to the wok,Mix
LVHGaXH_7nc,training,111,3,210,236,add sugar and salt and stir,Season
LqCDIssigHo,training,119,9,158,180,spread a little mixed sauce on top of the meat and cook in oven for 30 minutes,Cook-Heat
MPCU71Hg-i4,validation,116,3,27,29,place the bread on the pan,Cook-Heat
MxcI4wQLvK4,training,314,10,251,258,sprinkle some toasted sesame seeds on top,Plate
NGaMA8-Qn8o,training,404,10,415,446,add the sauce to the wok and toss the noodles,Mix
NGaMA8-Qn8o,training,404,11,446,462,add the shrimp and vegetables to the wok,Mix
NXnQys_ejeg,validation,409,7,436,475,pour the rice into the pot with the vegetables and stir,Mix
NkU9HSI1S9k,training,325,0,72,154,add kaffir lime leaves and lemon grass stalks to a pot of stock,Mix
NwiypvZAymk,training,401,12,675,702,cover it and cook for 5 minutes more and garnish with coriander leaves,Cook-Heat
Nxt9F9WjdcU,training,306,4,190,197,add the remaining tempura flour to a pan,Mix
OEfzgobszUA,validation,127,5,61,74,take a pan and put some ground beef and add some chopped onions and garlic,Idle
OKyOqfAeARQ,training,409,4,93,115,add green peppers and mixed vegetables to the pan,Mix
QISvGTL2VDc,validation,423,4,86,98,place the noodle bean sprout prawn fish cake and eggs into a bowl and pour the gravy over,Idle
QYl_wwBKt18,validation,120,1,94,98,spray 9x12 inch casserole dish with nonstick spray preferably gluten free,Idle
QqepsJSi5fs,training,323,2,115,133,add onions carrots and celery to the wok,Mix
QuHIxCOkTAo,training,418,2,50,54,add black cumin seeds to the pan,Season
SRdsaqpnfd4,training,204,3,89,106,add crushed pepper to the chopped garlic and saute slowly,Cook-Heat
SzapdQ4U1pA,training,323,4,290,310,cover with a lid and cook,Cook-Heat
T0WX6UJQna8,training,409,5,328,337,add the rice to the wok,Mix
TmbdrTVJ_Mo,training,213,5,244,303,pour some cheese sauce  bechamel  grated cheese and herbs de provence,Mix
TvKIeO1kmR4,training,116,7,267,313,place slices of provolone and mozzarella cheese on bottom of pan,Idle
TvQjlIaAssw,training,225,3,69,73,add basil to the soup,Mix
U1eHoriT_aI,training,423,3,124,130,add vermicelli noodles to a pot of boiling water,Cook-Heat
U5Eyu9IyG-I,training,230,1,182,187,add the garlic to the bowl with chicken breast,Mix
UHhuaRTF1UY,validation,321,6,362,376,sprinkle green onions on top,Plate
UmJk0WSl9Uc,validation,106,5,348,385,add macaroni to the pan and then pour the cheese sauce on,Mix
V9GsyAcKk_c,training,211,3,76,95,add some green onions add the cooked cabbage and potatoes and smash all the ingredients,Mix
VSrY0ORD394,training,309,2,65,78,add cabbage green onion and carrots to the bowl,Mix
VwtkHIturro,validation,211,3,100,116,add the cabbage to the mashed potatos,Mix
Vyrq2i3R_Sk,training,209,4,160,180,put potatos into cold salted water and bring to boil,Cook-Heat
W2xZWTltJ10,training,418,9,515,562,add the cooked chana into the pan and mix,Cook-Heat
W6DgS0s0qcI,validation,425,2,160,174,add dosa batter to the pan and spread into a big circle,Mix
XUyqiWN8WFI,validation,212,4,144,172,add some diced vegetables and ground beef to a sauce pan,Mix
XbTA0SGOdwk,validation,203,3,112,123,add pasta to the pan,Mix
YMYNv3cZ9SE,validation,210,4,87,100,add some salt and pepper to the milk and whisk around,Mix
Z1ajYx0UIxo,training,108,10,155,172,serve the pancakes or warm them in the oven,Plate
ZcsshMf0NTI,training,227,3,124,139,put the grated cauliflower to a bowl add some lemon juice and mix and massage by hands,Mix
ZvIXsbEUCa0,training,222,4,132,142,add diced tomatoes to the pot,Mix
ZvIXsbEUCa0,training,222,7,177,184,add the mussels to the pot,Mix
_AZ5jo3y7V4,training,210,0,55,90,add the onions and potatoes to a food processor and process them,Mix
_GTwKEPmB-U,validation,210,1,47,64,add flour to the potatoes and mix,Mix
_H0Mmr15_zA,training,301,4,255,287,add the noodles and cover the pan to cook until it is ready to serve,Cook-Heat
_SYj8e0ghqA,training,323,1,150,158,add onions to the wok,Mix
__5RJw4UP1Y,training,203,1,31,39,add the beef parsley and bread crumbs to a bowl,Mix
_ilIn1kmNSA,validation,222,2,18,20,add garlic pieces into the pot,Mix
_ilIn1kmNSA,validation,222,7,51,66,add wine stock and simmer into the pot,Cook-Heat
_j-0ElzS88Q,training,229,1,35,37,add chopped garlic to the bowl,Mix
_j-0ElzS88Q,training,229,6,52,54,add serrano chiles to the bowl,Mix
aSLQ9Ow-wMA,training,303,2,180,231,add ma po sauce chili bean sauce and water to a small bowl,Mix
bpsKpmyexUs,training,222,5,385,415,cover the lid and cook until all the mussels are widely open,Cook-Heat
btikV_DUoCM,validation,209,10,450,535,transfer the meat to a bowl top with a layer of mashed potatoes and grate some cheese,Cut
cDk1MIsIiQ4,training,208,4,221,238,remove sausages from the pan,Idle
cF45-iVw--w,validation,204,2,163,183,add tomato paste and cream to the pot,Mix
cFcLgFsiZUE,training,109,1,26,39,put some chicken wings in a bowl and coat them well with the sauce,Season
cFcLgFsiZUE,training,109,4,72,85,put chicken in a bowl and coat with more sauce,Season
cVDsNLn2zc4,training,214,5,309,320,place pieces of bread into the pan and grill on both sides,Cook-Heat
cxijjHcz70Q,training,425,4,196,227,add tumeric and potatoes,Mix
d2askKEBmKo,training,226,6,151,165,add sumac pomegranate molasses salt olive oil to the salad and toss,Mix
dB4SW9-y13U,training,321,1,72,94,add minced garlic and ginger to the pan and stir,Mix
davq4bio878,training,314,6,102,119,add japanese bbq sauce and mix well,Mix
dl4NvSA3hRI,training,412,4,278,297,add rice to the wok and stir,Mix
dn1qrAHh7k0,training,113,1,54,60,place the bread on the pan,Cook-Heat
e2t_1Atddaw,training,319,8,211,220,place some steamed rice in a bowl,Idle
e8S1vFC8zYk,validation,106,6,109,125,sprinkle cheese onto the macaroni,Mix
eWR6fgNWfqw,training,309,2,132,157,add the ingredients in the pan and green onions to a food processor,Cook-Heat
edX_xmX6q0s,training,205,2,77,96,add tomatoes to a food processor and pulse,Mix
fAfk3DJ5Diw,training,321,6,245,285,add 5 chinese pepper corns spring onions and add the chicken and stir fry,Cook-Heat
fetFXsc6G5s,training,419,5,116,122,dust the work top with some plain flour and also rub some flour on the hands,Plate
ffhliBglDhY,validation,226,4,116,127,remove the bread from the pan and add the remaining pita bread to the pan,Idle
ffyHeyRpYvo,validation,208,10,354,389,add finely chopped fresh rosemary and stir put the lid on and cook in low heat for 8-10 minutes,Cook-Heat
fn9anlEL4FI,validation,405,1,69,86,add the lamb to the pot,Mix
gTqhgReBDw0,validation,210,2,69,104,add a little salt white pepper stir and add milk in batches to form a batter,Mix
gbkXkxwlYjw,training,323,2,103,130,add shredded cabbage and green onions to the wok and stir,Mix
hkVfzjA1HA0,validation,308,4,249,299,transfer the tuna and salmon to different bowls and mix with sriracha sauce soy sauce lime juice and chopped chives,Mix
i4ZAwUoP8c4,training,221,3,69,74,remove the pot from the heat and add 2 tbsps of paprika and mix well,Idle
iDMXdB88oQI,training,226,0,74,89,add diced cucumbers chopped red bell peppers and chopped tomatoes to a bowl,Season
iEDDZvKZLMk,training,301,6,89,93,add chopped peanuts to the dish,Mix
ijQMlWG0qd8,training,112,0,100,128,place the cooked pasta in a large bowl add 1 cup of sweet corn,Idle
imfl-NXiU8g,training,214,6,287,318,place the seasoned foie gras in the pan and cook until it is golden brown and,Cook-Heat
imfl-NXiU8g,training,214,11,385,399,add cider vinegar and sweet cider to the apple,Season
ioXqgVYG7Xc,training,404,4,146,155,add the mushrooms and turmeric to the pan and stir,Mix
j2HzT9LHiUE,training,309,3,66,94,add meat garlic and chopped prawns to bowl,Mix
k-aTILi_nLY,training,120,2,32,37,add the potatoes to the bowl,Mix
lFdRibsuiRk,training,202,5,91,93,add basil to the soup,Mix
lKm5Ji1Fr4U,validation,122,7,256,272,add some sugar and cream,Mix
lQXNAjrNzus,training,212,6,158,169,add milk and butter to the potatoes and parsnips and mash,Mix
lQXNAjrNzus,training,212,7,185,200,add the meat to a bowl add the mash and top with cheddar cheese,Mix
lhSHtL-fMYA,training,318,11,418,435,add mozzarella cheese to the pot,Mix
luS_76U4OCw,training,223,6,170,175,sprinkle some flour into the pan,Mix
luS_76U4OCw,training,223,9,221,240,add red wine beef stock tomato paste bay leaves and garlic to the pot,Mix
mNhj7SA7c4g,validation,401,0,60,78,add the onion ginger and garlic to the pan,Mix
mV3m2svj3XE,validation,412,8,189,194,add the onion and broccoli to the wok,Mix
mV3m2svj3XE,validation,412,9,194,198,add the green onions to the wok,Mix
mygg-vW_pRM,training,119,2,158,204,put the mixture on the oven pan and shape the mixture,Cook-Heat
nfJ8Hsh7L_c,training,209,6,190,195,sprinkle cheese and bread crumbs on top,Plate
nfO0YS2dSdw,training,121,4,107,131,add cubed potatoes mix it well and let it simmer,Cook-Heat
nfVXBQwOCMc,validation,204,4,237,254,add the vodka to the pot,Mix
nrsFW3HE7yo,training,303,10,388,395,add the green onions to the wok,Mix
nzH74JoLMPI,training,418,4,96,102,add garam masala to the pot and stir,Season
oDsUh1es_lo,validation,113,1,31,34,place the bread in the pan,Cook-Heat
oHISYcjakpk,training,301,2,76,81,add a pinch of ajinomoto and sugar,Season
oYeWU0dyanY,training,206,0,90,102,take some water in a deep pan adding salt and add spaghetti when comes to boil and toss them,Cook-Heat
oYeWU0dyanY,training,206,2,158,213,add some finely chopped onions and crushed black pepper and cook,Cook-Heat
on8-O_f69ys,training,206,7,237,259,put the cooked pasta directly into the pan and toss,Cook-Heat
on8-O_f69ys,training,206,8,260,269,pour cooked pasta into a bowl,Mix
p-PFp1c0FKs,validation,121,11,194,203,add the potatos,Mix
p-gN4cbmunQ,validation,410,1,111,123,sprinkle water on top cover the lid and let it aside for 15 minutes,Plate
pOWe4zB-E-4,training,425,7,244,256,place the potato mixture on the dosa,Idle
q65WrXiHpoo,training,215,1,72,92,add a cup of chopped parsley 1tbsp of dijon mustard and 3 large minced garlic cloves to a blender,Season
qH6kSDQMiFA,training,318,3,51,52,add a few cloves of garlic in the blender,Mix
qH6kSDQMiFA,training,318,5,78,83,add sake to the blender,Mix
qRSZEN6g8jY,validation,314,1,63,73,add bonito flakes seaweed and green onion to the pot and boil,Cook-Heat
qkluMpILLdQ,validation,211,0,65,83,add the cabbage and water to a pan,Mix
qmoqJRP5N6E,training,103,3,50,61,pour noodles into pan wrap cover press it using another pan remove it and keep in fridge for 15 minutes,Prep
rD33y9PjqU8,training,211,1,37,50,add some seasoning and cook until the potatoes are tender onions are translucent and cabbage is soft,Cook-Heat
rMaWiWAg2tE,training,127,6,50,54,add 1 tsp of lemon juice to the avocado and mix it well,Mix
ruKDS_jExs8,training,409,0,30,41,add water salt and sugar to mixed vegetables,Mix
sLFCqYYhrZM,training,110,3,244,289,add some pepper and salt to the dressing and mix well,Season
skrWT6xHVoI,training,120,4,133,155,spread the mixture loosely on the cooking sheet with olive oil and place in the oven,Cook-Heat
so-RuJQY1d0,validation,409,11,450,503,sprinkle saffron oil over it and finally top it with fried onions and cilantro,Mix
tqA5LByjh_Y,training,124,10,285,302,place the sausage in the roasted bread roll and stuff it with onions and bell pepper mix,Bake
uAzzevo-FME,validation,306,4,227,231,remove the shrimp from the pan,Idle
uKoGb20Ngcs,training,405,11,528,540,transfer the curry to a bowl and garnish with chopped coriander leaves,Plate
uq1uP-b7KxY,training,104,3,58,106,pour the beaten eggs onto a different pan heat and whisk it continuously for about and minute,Mix
v1WYthMcMRI,training,204,2,364,394,add penne pasta to the pan and toss it to mix and serve,Plate
v7U70gPylBA,training,221,11,395,415,pour the soup into a serving bowl and sprinkle cilantro,Plate
vDDeMg2dhEM,validation,302,10,346,353,put the rolls on a baking plate and cover it with a plastic wrap and freeze them,Bake
vSRZRp2Ovqc,validation,206,4,105,114,add the pasta to the pan,Mix
vXlmXrKC0FE,validation,321,8,206,220,add chopped celery and half an onion into the pan and mix,Cook-Heat
vmHAOH5UMFY,training,205,3,44,50,place the basil leaves in the center,Plate
vpRz4jPFCmo,training,203,5,150,175,add tomato paste beef stock and diced tomatos to the pot,Mix
x2O99s2EOXg,training,421,3,145,152,add the potatos,Mix
x3if1znl5Fg,validation,305,4,292,300,add sugar to the cabbage,Mix
xDp6cWoPMzo,training,209,7,139,148,add garlic meat and worcestershire sauce to the pan,Mix
xfiIOUS6FpQ,training,127,6,100,105,remove the skillet from heat and mix 2 tsp of chopped fresh cilantro leaves,Idle
ysRLGUndzgg,validation,325,0,120,148,add carrots onions bell peppers and cabbage to the pot and stir,Mix
zYMelEXKars,training,216,0,41,62,add sliced jalapeno bay leaves garlic and sliced onion to a pot,Mix
zZysbuDEtWY,training,117,8,142,157,place the bread on a plate and top with ham egg and hollandaise sauce,Plate
zia8N3EN69s,training,325,1,75,90,cover with a lid and cook,Cook-Heat
0-OWf7eul6w,training,214,3,96,101,serve the goose liver with the boiled vegetables,Plate
01lB162koHA,training,224,4,144,164,coat the veal in bread crumbs,Season
0H_IfT2sDZ8,training,318,5,157,177,flip the ribs over and brush with sauce,Idle
0Jkcym1lGBc,training,324,6,118,130,stir the noodles and drain,Idle
0Mz4NTozNXw,training,102,4,89,97,coat the onion rings in the batter,Season
0O4bxhpFX9o,training,101,4,192,195,top the sandwich with bread,Idle
0VaYabFg-6E,training,222,2,261,268,stir and heat the mixed vegetables,Mix
0Y8z5xbGKqI,training,410,4,61,73,spread oil onto the chapati and fold into a triangle,Mix
0_Ifseq4Eg8,training,111,9,227,235,slice an apple and add to the salad,Cut
0lkjIf5hZT4,training,127,6,78,83,stir the ingredients and add one tin of kidney beans,Mix
0uaKitJaqmI,validation,212,1,128,134,saute until the onion is soft and translucent,Cook-Heat
10dZTHlkb8w,validation,101,8,260,264,cook the sandwiches on the grill,Cook-Heat
1U5GzTal-2Y,training,308,0,25,58,spread rice onto the seaweed,Idle
1m17Yoh73uU,training,213,5,111,120,cook the sandwich on a pan and cover,Cook-Heat
29Wkj1LqaK8,validation,410,6,185,200,fold the chapati like a fan,Mix
2SxbO4VAgN8,validation,201,2,137,191,coat the chicken breast with flour eggs and seasoned bread crumbs,Season
2VzLjiTGU9g,training,204,9,174,192,drain the pasta and add the pasta to the sauce,Idle
2bGOopmLtk4,training,114,1,63,78,salt the water and put the lid on and heat to a boil,Cook-Heat
2fPWPaNrUEM,training,410,7,203,215,flip the roti over,Idle
2iqRbyd1ylg,training,212,6,214,225,spread the potatoes on top,Plate
3S1tnRkJ5OI,training,223,4,183,220,fry mushrooms on a pan and add onions salt and pepper,Cook-Heat
3rb_cevHS3c,training,201,6,333,373,mix the pasta with sauce and pecorino cheese,Mix
3z_QhNnSFtM,validation,318,3,130,147,grill the ribs,Cook-Heat
543n2SO_03E,training,214,2,114,127,cover the tray with plastic wrap,Idle
5FOX31OK_pU,training,307,1,91,93,flip the seaweed over,Idle
5MiUA4iaKbA,training,230,2,116,123,cook all sides of the kebabs,Cook-Heat
61gEpXMWTi0,training,211,7,225,240,top with chives and spring onion,Plate
6nVIgasiUtw,validation,425,8,187,194,spread the masala on the dosa,Idle
6nVIgasiUtw,validation,425,10,206,213,fold the dosa over,Mix
7E8Lj_Ktfok,validation,310,1,78,97,mix wasabi soy sauce sesame oil and chives,Mix
7Xw2utxQSK8,training,410,4,271,284,flip the roti when bubbles form,Idle
7dUpBLA2C6I,training,213,5,86,103,top it with the previous sauce and some cheese and bake until cheese melts,Bake
7ghf2NpsdcM,training,301,5,140,190,mix wine soy sauce sesame oil cornstarch water chili paste vinegar and brown sugar,Bake
7h70U1m5hFg,training,127,4,101,119,top tortillas with the beans some cheese tomatoes lettuce green onions and some sour cream,Idle
7nH0Y3agsas,training,202,5,182,187,garnish with parsley,Plate
7rXq0DYdPjs,training,126,1,103,110,cook chopped onion and garlic with taco seasoning,Cook-Heat
84i8Qdnyd0k,validation,114,3,135,145,mash the potatoes well with a hand masher,Mix
8Aw2iv6edkk,training,204,8,148,165,chop some parsley and sprinkle on top of the pasta,Cut
8QCW0qWbNeI,training,206,4,187,203,whisk those eggs and add parmesan cheese to the eggs season with black pepper,Season
8XcSP7kKOIo,validation,117,9,73,82,top the eggs with hollandaise sauce chives and black pepper,Idle
8ZX3Lazhkp4,training,117,0,18,20,crack an egg over a slotted spoon,Idle
92cezdsHEwM,training,225,8,497,503,drizzle olive oil on top of the soup,Plate
9BNRMHGepS4,validation,119,2,51,75,chop the bread and add salt and pepper to the salted vegetables,Cut
9CLtnYV28bY,training,409,7,275,305,spread a layer of rice  gravy fried cashews and fried onions,Idle
9CLtnYV28bY,training,409,8,306,332,spread a layer of rice cashews vegetables gravy cashews and fried onions,Idle
9CLtnYV28bY,training,409,9,333,370,spread rice and top it with cashews onions coriander leaves and  ghee and cover,Idle
9GIPE0aeVNI,validation,110,0,15,24,whisk an egg and olive oil,Mix
9GX8f5EwwE4,validation,212,8,135,142,mash the potatoes until smooth,Mix
9guuyTr8EUg,validation,302,7,283,290,heat the paste in the microwave,Idle
9guuyTr8EUg,validation,302,13,372,394,cook the spring rolls until golden brown,Cook-Heat
9rS18VIXt1w,training,403,2,141,155,toss the noodles,Idle
9vs5PjAzc4c,training,307,0,40,58,spread the rice on the nori and sprinkle seseame seeds on top,Plate
9vs5PjAzc4c,training,307,1,65,80,flip the nori over,Idle
A4pTxrrBtMU,training,215,7,151,168,grill snails and serve,Cook-Heat
